rank,Net Worth ($B),Age,Country of Residence,City of Residence,Source,Industries,Origin Country,Self Made,Gender,Surname,First Name,Birth Year,Residence Country CPI Inflation Percentage,Residence Country GDP,Residence Country Tertiary Education Enrollment Percentage,Country of Residence Life Expectancy,Country of Residence Population
195,9.6,70,China,Xingtai,Solar panels,Energy,China,True,M,Jin,Baofang,1952,25.1%,19910000000000,50.6%,77.0,1397715000
195,9.6,67,China,Ningbo,Chemicals,Manufacturing,China,True,M,Luo,Liguo,1956,25.1%,19910000000000,50.6%,77.0,1397715000
195,9.6,58,United States,Los Angeles,"Candy, pet food",Food & Beverage,United States,False,F,Mars,Marijke,1964,17.2%,21427700000000,88.2%,78.5,328239523
195,9.6,62,United States,Alexandria,"Candy, pet food",Food & Beverage,United States,False,F,Mars,Pamela,1960,17.2%,21427700000000,88.2%,78.5,328239523
195,9.6,64,United States,New York,"Candy, pet food",Food & Beverage,United States,False,F,Mars,Valerie,1959,17.2%,21427700000000,88.2%,78.5,328239523
195,9.6,66,United States,Philadelphia,"Candy, pet food",Food & Beverage,United States,False,F,Mars,Victoria,1956,17.2%,21427700000000,88.2%,78.5,328239523
202,9.5,71,France,Paris,Investments,Finance & Investments,France,False,M,Bolloré,Vincent,1952,10.0%,2715518274227,65.6%,82.5,67059887
202,9.5,94,Canada,Vancouver,Diversified,Diversified,Canada,True,M,Pattison,Jim,1928,16.8%,1736425629520,68.9%,81.9,36991981
204,9.4,57,Switzerland,Gstaad,"Biotech, investments",Healthcare,Switzerland,False,M,Bertarelli,Ernesto,1965,-0.5%,703082435360,59.6%,83.6,8574832
204,9.4,44,China,Beijing,Food delivery,Technology,China,True,M,Wang,Xing,1979,25.1%,19910000000000,50.6%,77.0,1397715000
206,9.3,41,United States,San Francisco,Airbnb,Technology,United States,True,M,Chesky,Brian,1981,17.2%,21427700000000,88.2%,78.5,328239523
206,9.3,75,United Kingdom,Gloucestershire,Vacuums,Manufacturing,United Kingdom,True,M,Dyson,James,1947,19.6%,2827113184696,60.0%,81.3,66834405
208,9.2,56,Russia,Moscow,"Steel, investments",Diversified,Russia,True,M,Abramovich,Roman,1966,80.8%,1699876578871,81.9%,72.7,144373535
208,9.2,79,Sweden,Stockholm,Diversified,Diversified,Sweden,False,F,Ax:son Johnson,Antonia,1943,10.5%,530832908738,67.0%,82.5,10285453
208,9.2,47,Czech Republic,Prague,"Energy, investments",Energy,Czech Republic,True,M,Kretinsky,Daniel,1975,16.5%,246489245495,64.1%,79.0,10669709
208,9.2,82,United States,Elizabeth,Cable television,Media & Entertainment,United States,True,M,Malone,John,1941,17.2%,21427700000000,88.2%,78.5,328239523
208,9.2,77,India,Bangalore,Software services,Technology,India,False,M,Premji,Azim,1945,80.4%,2611000000000,28.1%,69.4,1366417754
208,9.2,85,United States,Woodside,Discount brokerage,Finance & Investments,United States,True,M,Schwab,Charles,1937,17.2%,21427700000000,88.2%,78.5,328239523
208,9.2,63,United States,Beverly Hills,Hardware stores,Fashion & Retail,United States,True,M,Smidt,Eric,1960,17.2%,21427700000000,88.2%,78.5,328239523
215,9.0,72,United States,Palo Alto,Google,Technology,Canada,True,M,Cheriton,David,1951,17.2%,21427700000000,88.2%,78.5,328239523
215,9.0,66,Switzerland,Ruschlikon,Mining,Metals & Mining,Switzerland,True,M,Glasenberg,Ivan,1957,-0.5%,703082435360,59.6%,83.6,8574832
215,9.0,55,Germany,Hamburg,Real estate,Real Estate,Germany,False,M,Otto,Alexander,1967,12.8%,3845630030824,70.2%,80.9,83132799
215,9.0,73,Canada,Vancouver,Alcoholic beverages,Food & Beverage,Canada,True,M,von Mandl,Anthony,1950,16.8%,1736425629520,68.9%,81.9,36991981
215,9.0,57,China,Changzhou,Hydraulic machinery,Manufacturing,China,True,M,Wang,Liping,1966,25.1%,19910000000000,50.6%,77.0,1397715000
220,8.9,68,United Kingdom,London,Packaging,Food & Beverage,Sweden,False,M,Rausing,Finn,1955,19.6%,2827113184696,60.0%,81.3,66834405
220,8.9,63,United Kingdom,Surrey,Packaging,Food & Beverage,Sweden,False,M,Rausing,Jorn,1960,19.6%,2827113184696,60.0%,81.3,66834405
220,8.9,70,United Kingdom,Newmarket,Packaging,Food & Beverage,Sweden,False,F,Rausing,Kirsten,1952,19.6%,2827113184696,60.0%,81.3,66834405
223,8.8,47,Russia,Moscow region,Ecommerce,Fashion & Retail,Russia,True,F,Bakalchuk,Tatyana,1975,80.8%,1699876578871,81.9%,72.7,144373535
223,8.8,71,United States,Woodside,Venture capital,Technology,United States,True,M,Doerr,John,1951,17.2%,21427700000000,88.2%,78.5,328239523
223,8.8,49,China,Beijing,E-commerce,Technology,China,True,M,Liu,Richard,1974,25.1%,19910000000000,50.6%,77.0,1397715000
223,8.8,38,United States,San Francisco,Facebook,Technology,United States,True,M,Moskovitz,Dustin,1984,17.2%,21427700000000,88.2%,78.5,328239523
223,8.8,55,United States,Honolulu,"EBay, PayPal",Technology,United States,True,M,Omidyar,Pierre,1967,17.2%,21427700000000,88.2%,78.5,328239523
223,8.8,64,China,Ningde,Batteries,Energy,China,True,M,Pei,Zhenhua,1959,25.1%,19910000000000,50.6%,77.0,1397715000
223,8.8,72,United Kingdom,London,Oil,Energy,France,False,F,Perrodo,Carrie,1951,19.6%,2827113184696,60.0%,81.3,66834405
230,8.7,52,China,Wujiang,Chemicals,Manufacturing,China,True,M,Chen,Jianhua,1971,25.1%,19910000000000,50.6%,77.0,1397715000
230,8.7,79,Germany,Hamburg,"Retail, real estate",Fashion & Retail,Germany,False,M,Otto,Michael,1943,12.8%,3845630030824,70.2%,80.9,83132799
232,8.6,71,United States,New York,Private equity,Finance & Investments,United States,True,M,Black,Leon,1951,17.2%,21427700000000,88.2%,78.5,328239523
232,8.6,67,New Zealand,Auckland,Investments,Finance & Investments,New Zealand,True,M,Hart,Graeme,1955,14.2%,206928765544,82.0%,81.9,4841000
232,8.6,68,India,Delhi,"Soft drinks, fast food",Food & Beverage,India,False,M,Jaipuria,Ravi,1954,80.4%,2611000000000,28.1%,69.4,1366417754
232,8.6,79,Germany,Heidelberg,Software,Technology,Germany,True,M,Plattner,Hasso,1944,12.8%,3845630030824,70.2%,80.9,83132799
232,8.6,75,Switzerland,St. Gallen,Beer,Food & Beverage,Brazil,True,M,Sicupira,Carlos Alberto,1948,-0.5%,703082435360,59.6%,83.6,8574832
232,8.6,73,Philippines,Manila,Real estate,Real Estate,Philippines,True,M,Villar,Manuel,1949,29.6%,376795508680,35.5%,71.1,108116615
232,8.6,67,United States,Palo Alto,Google,Technology,Germany,True,M,von Bechtolsheim,Andreas,1955,17.2%,21427700000000,88.2%,78.5,328239523
239,8.5,47,United States,New York,Investments,Finance & Investments,United States,True,M,Coleman,Chase,1975,17.2%,21427700000000,88.2%,78.5,328239523
239,8.5,74,United States,Electra,Walmart,Fashion & Retail,United States,False,F,Kroenke,Ann Walton,1948,17.2%,21427700000000,88.2%,78.5,328239523
239,8.5,55,China,Xi'an,Solar wafers and modules,Manufacturing,China,True,M,Li,Zhenguo,1968,25.1%,19910000000000,50.6%,77.0,1397715000
242,8.4,75,United States,Atlanta,"Media, automotive",Media & Entertainment,United States,False,M,Kennedy,Jim,1947,17.2%,21427700000000,88.2%,78.5,328239523
242,8.4,77,South Africa,Johannesburg,Diamonds,Metals & Mining,South Africa,False,M,Oppenheimer,Nicky,1945,58.9%,351431649241,22.4%,63.9,58558270
242,8.4,72,Australia,New South Wales,"Media, automotive",Media & Entertainment,United States,False,F,Parry-Okeden,Blair,1950,19.8%,1392680589329,113.1%,82.7,25766605
242,8.4,77,China,Binzhou,Aluminum products,Metals & Mining,China,False,F,Zheng,Shuliang,1946,25.1%,19910000000000,50.6%,77.0,1397715000
246,8.3,75,United States,Springfield,Sporting goods retail,Fashion & Retail,United States,True,M,Morris,John,1948,17.2%,21427700000000,88.2%,78.5,328239523
246,8.3,65,Switzerland,Thurgau,Investments,Finance & Investments,Germany,False,F,von Finck,Francine,1957,-0.5%,703082435360,59.6%,83.6,8574832
249,8.2,61,Russia,Moscow,"Oil, banking, telecom",Energy,Russia,True,M,Khan,German,1961,80.8%,1699876578871,81.9%,72.7,144373535
249,8.2,62,Nigeria,Lagos,"Cement, sugar",Diversified,Nigeria,False,M,Rabiu,Abdulsamad,1960,167.5%,448120428859,10.2%,54.3,200963599
249,8.2,79,United States,Atherton,Private equity,Finance & Investments,United States,True,M,Roberts,George,1943,17.2%,21427700000000,88.2%,78.5,328239523
249,8.2,91,India,Delhi,Real estate,Real Estate,India,False,M,Singh,Kushal Pal,1931,80.4%,2611000000000,28.1%,69.4,1366417754
249,8.2,68,China,Beijing,Real estate,Real Estate,China,True,M,Wang,Jianlin,1954,25.1%,19910000000000,50.6%,77.0,1397715000
249,8.2,41,China,Foshan,Real estate,Real Estate,China,False,F,Yang,Huiyan,1981,25.1%,19910000000000,50.6%,77.0,1397715000
256,8.1,69,France,Paris,Diversified,Diversified,France,False,M,Dassault,Laurent,1953,10.0%,2715518274227,65.6%,82.5,67059887
256,8.1,66,France,Paris,Diversified,Diversified,France,False,M,Dassault,Thierry,1957,10.0%,2715518274227,65.6%,82.5,67059887
256,8.1,65,United States,Houston,"Houston Rockets, entertainment",Food & Beverage,United States,True,M,Fertitta,Tilman,1957,17.2%,21427700000000,88.2%,78.5,328239523
256,8.1,58,France,Paris,Diversified,Diversified,France,False,F,Habert-Dassault,Marie-Hélène,1965,10.0%,2715518274227,65.6%,82.5,67059887
256,8.1,54,Switzerland,Verbier,"Oil and gas, IT, lotteries",Gambling & Casinos,Czech Republic,True,M,Komarek,Karel,1969,-0.5%,703082435360,59.6%,83.6,8574832
261,8.0,39,United States,San Francisco,Airbnb,Technology,United States,True,M,Blecharczyk,Nathan,1983,17.2%,21427700000000,88.2%,78.5,328239523
261,8.0,66,Russia,Moscow,Oil,Energy,Russia,True,M,Fedun,Leonid,1956,80.8%,1699876578871,81.9%,72.7,144373535
261,8.0,93,United States,Atlanta,Home Depot,Fashion & Retail,United States,True,M,Marcus,Bernard,1929,17.2%,21427700000000,88.2%,78.5,328239523
261,8.0,85,United States,Winnetka,Insurance,Finance & Investments,United States,True,M,Ryan,Patrick,1937,17.2%,21427700000000,88.2%,78.5,328239523
261,8.0,60,United States,Austin,Private equity,Finance & Investments,United States,True,M,Smith,Robert F.,1962,17.2%,21427700000000,88.2%,78.5,328239523
261,8.0,58,Czech Republic,Prague,Coal mines,Metals & Mining,Czech Republic,True,M,Tykac,Pavel,1964,16.5%,246489245495,64.1%,79.0,10669709
268,7.9,52,United States,Miami Beach,Private equity,Finance & Investments,United States,True,M,Bravo,Orlando,1970,17.2%,21427700000000,88.2%,78.5,328239523
268,7.9,52,China,Quanzhou,Sports apparel,Fashion & Retail,China,True,M,Ding,Shizhong,1970,25.1%,19910000000000,50.6%,77.0,1397715000
268,7.9,71,United States,Henderson,Walmart,Fashion & Retail,United States,False,F,Laurie,Nancy Walton,1951,17.2%,21427700000000,88.2%,78.5,328239523
268,7.9,54,South Korea,Seoul,Samsung,Technology,South Korea,False,M,Lee,Jay Y.,1968,15.2%,2029000000000,94.3%,82.6,51709098
268,7.9,54,United States,New York,Private equity,Finance & Investments,United States,True,M,Musallam,Ramzi,1968,17.2%,21427700000000,88.2%,78.5,328239523
268,7.9,72,United States,New York,Hedge funds,Finance & Investments,United States,True,M,Shaw,David,1951,17.2%,21427700000000,88.2%,78.5,328239523
268,7.9,57,Russia,Moscow,Metals and mining,Metals & Mining,Russia,True,M,Skoch & family,Andrei,1966,80.8%,1699876578871,81.9%,72.7,144373535
268,7.9,50,Austria,Vienna,"Real estate, construction",Diversified,Austria,True,M,Stumpf,Georg,1972,18.1%,446314739528,85.1%,81.6,8877067
276,7.8,73,United States,Saddle River,Telecom,Telecom,United States,True,M,Commisso,Rocco,1949,17.2%,21427700000000,88.2%,78.5,328239523
276,7.8,66,China,Hangzhou,Petrochemicals,Manufacturing,China,True,M,Li,Shuirong,1956,25.1%,19910000000000,50.6%,77.0,1397715000
276,7.8,53,China,Shanghai,Financial information,Technology,China,True,M,Qi,Shi,1970,25.1%,19910000000000,50.6%,77.0,1397715000
276,7.8,58,China,Guangzhou,Furniture,Manufacturing,China,True,M,Yao,Liangsong,1964,25.1%,19910000000000,50.6%,77.0,1397715000
282,7.7,55,France,Laval,Cheese,Food & Beverage,France,False,M,Besnier,Jean-Michel,1967,10.0%,2715518274227,65.6%,82.5,67059887
282,7.7,42,France,Laval,Cheese,Food & Beverage,France,False,F,Besnier Beauvalot,Marie,1980,10.0%,2715518274227,65.6%,82.5,67059887
282,7.7,80,United States,Beverly Hills,"Movies, record labels",Media & Entertainment,United States,True,M,Geffen,David,1943,17.2%,21427700000000,88.2%,78.5,328239523
282,7.7,54,China,Beijing,Internet search,Technology,China,True,M,Li,Robin,1968,25.1%,19910000000000,50.6%,77.0,1397715000
282,7.7,71,China,Chengdu,Agribusiness,Service,China,True,M,Liu,Yonghao,1951,25.1%,19910000000000,50.6%,77.0,1397715000
282,7.7,68,United States,Newport Beach,Semiconductors,Technology,United States,True,M,Samueli,Henry,1954,17.2%,21427700000000,88.2%,78.5,328239523
282,7.7,68,United States,Naples,Medical devices,Healthcare,United States,True,M,Schmieding,Reinhold,1955,17.2%,21427700000000,88.2%,78.5,328239523
282,7.7,61,Norway,Oslo,Real estate,Real Estate,Norway,True,M,Tollefsen,Ivar,1961,20.3%,403336363636,82.0%,82.8,5347896
290,7.6,54,China,Hefei,Photovoltaic equipment,Energy,China,True,M,Cao,Renxian,1968,25.1%,19910000000000,50.6%,77.0,1397715000
290,7.6,89,India,Ahmedabad,Pharmaceuticals,Healthcare,India,True,M,Chudgar,Hasmukh,1933,80.4%,2611000000000,28.1%,69.4,1366417754
290,7.6,67,United Kingdom,London,Chemicals,Manufacturing,United Kingdom,True,M,Currie,Andrew,1955,19.6%,2827113184696,60.0%,81.3,66834405
290,7.6,41,United States,Austin,Airbnb,Technology,United States,True,M,Gebbia,Joe,1981,17.2%,21427700000000,88.2%,78.5,328239523
290,7.6,64,Singapore,Singapore,Real Estate,Real Estate,Singapore,False,M,Ng,Philip,1959,14.4%,372062527489,84.8%,83.1,5703569
290,7.6,66,United Kingdom,London,Chemicals,Manufacturing,United Kingdom,True,M,Reece,John,1957,19.6%,2827113184696,60.0%,81.3,66834405
290,7.6,85,United States,New York,Real estate,Real Estate,United States,False,M,Stern,Leonard,1938,17.2%,21427700000000,88.2%,78.5,328239523
290,7.6,62,China,Shanghai,Pharmaceuticals,Healthcare,China,True,F,Zhong,Huijuan,1961,25.1%,19910000000000,50.6%,77.0,1397715000
299,7.5,80,United States,Atlanta,Home Depot,Sports,United States,True,M,Blank,Arthur,1942,17.2%,21427700000000,88.2%,78.5,328239523
299,7.5,85,United States,San Antonio,Supermarkets,Fashion & Retail,United States,False,M,Butt,Charles,1938,17.2%,21427700000000,88.2%,78.5,328239523
299,7.5,59,China,Quanzhou,Sports apparel,Fashion & Retail,China,True,M,Ding,Shijia,1964,25.1%,19910000000000,50.6%,77.0,1397715000
299,7.5,68,United States,Palm Beach,Hedge funds,Finance & Investments,United States,True,M,Jones,Paul Tudor,1954,17.2%,21427700000000,88.2%,78.5,328239523
299,7.5,79,United States,New York,Private equity,Finance & Investments,United States,True,M,Kravis,Henry,1944,17.2%,21427700000000,88.2%,78.5,328239523
299,7.5,52,Singapore,Singapore,Restaurants,Food & Beverage,Singapore,True,M,Zhang,Yong,1970,14.4%,372062527489,84.8%,83.1,5703569
305,7.4,80,United States,Cary,Software,Technology,United States,True,M,Goodnight,James,1943,17.2%,21427700000000,88.2%,78.5,328239523
305,7.4,70,United Kingdom,London,Petrochemicals,Manufacturing,Indonesia,False,M,Lohia,Sri Prakash,1952,19.6%,2827113184696,60.0%,81.3,66834405
305,7.4,59,China,Ningbo,"Textiles, apparel",Fashion & Retail,China,True,M,Ma,Jianrong,1964,25.1%,19910000000000,50.6%,77.0,1397715000
305,7.4,71,Singapore,Singapore,Real estate,Real Estate,Singapore,False,M,Ng,Robert,1952,14.4%,372062527489,84.8%,83.1,5703569
305,7.4,72,United States,Santa Barbara,"Manufacturing, investments",Manufacturing,United States,True,M,Rales,Steven,1951,17.2%,21427700000000,88.2%,78.5,328239523
305,7.4,62,Egypt,Cairo,"Construction, investments",Construction & Engineering,Egypt,False,M,Sawiris,Nassef,1961,188.6%,303175127598,35.2%,71.8,100388073
305,7.4,81,United States,Adel,Agriculture,Food & Beverage,United States,True,M,Stine,Harry,1941,17.2%,21427700000000,88.2%,78.5,328239523
312,7.3,91,India,Kolkata,Cement,Manufacturing,India,False,M,Bangur,Benu Gopal,1931,80.4%,2611000000000,28.1%,69.4,1366417754
312,7.3,59,Russia,Moscow,"Mining, metals, machinery",Metals & Mining,Russia,True,M,Makhmudov,Iskander,1963,80.8%,1699876578871,81.9%,72.7,144373535
312,7.3,50,Denmark,Aarhus,Fashion retail,Fashion & Retail,Denmark,False,M,Povlsen,Anders Holch,1972,10.3%,348078018464,80.6%,81.0,5818553
312,7.3,63,Philippines,Manila,Ports,Logistics,Philippines,False,M,Razon Jr.,Enrique,1960,29.6%,376795508680,35.5%,71.1,108116615
312,7.3,55,China,Shenzhen,Electronics components,Technology,Hong Kong,True,F,Wang,Laichun,1967,25.1%,19910000000000,50.6%,77.0,1397715000
317,7.2,65,United States,Gladwyne,"Trading, investments",Finance & Investments,United States,True,M,Dantchik,Arthur,1957,17.2%,21427700000000,88.2%,78.5,328239523
317,7.2,68,United States,Palm Beach,"Real estate, investments",Real Estate,United States,True,M,Greene,Jeff,1954,17.2%,21427700000000,88.2%,78.5,328239523
317,7.2,79,United States,Malibu,Auto loans,Finance & Investments,United States,True,M,Hankey,Don,1943,17.2%,21427700000000,88.2%,78.5,328239523
317,7.2,78,United States,Houston,Pipelines,Energy,United States,True,M,Kinder,Richard,1944,17.2%,21427700000000,88.2%,78.5,328239523
317,7.2,41,United Arab Emirates,Dubai,Fintech,Finance & Investments,Switzerland,True,M,Pousaz,Guillaume,1981,14.5%,421142267938,36.8%,77.8,9770529
317,7.2,61,Japan,Tokyo,Personal care goods,Fashion & Retail,Japan,False,M,Takahara,Takahisa,1961,5.5%,5081769542380,63.2%,84.2,126226568
317,7.2,77,China,Hangzhou,Beverages,Food & Beverage,China,True,M,Zong,Qinghou,1945,25.1%,19910000000000,50.6%,77.0,1397715000
325,7.1,79,United States,Madison,Healthcare software,Technology,United States,True,F,Faulkner,Judy,1943,17.2%,21427700000000,88.2%,78.5,328239523
325,7.1,76,Austria,Vienna,Gambling,Gambling & Casinos,Austria,True,M,Graf,Johann,1947,18.1%,446314739528,85.1%,81.6,8877067
325,7.1,61,United States,Lexington,Self storage,Service,United States,False,F,Gustavson,Tamara,1961,17.2%,21427700000000,88.2%,78.5,328239523
325,7.1,66,China,Changsha,Construction equipment,Manufacturing,China,True,M,Liang,Wengen,1956,25.1%,19910000000000,50.6%,77.0,1397715000
325,7.1,72,Switzerland,Lausanne,Health care,Healthcare,Sweden,False,M,Paulsen,Frederik,1950,-0.5%,703082435360,59.6%,83.6,8574832
325,7.1,94,Singapore,Singapore,Banking,Finance & Investments,Singapore,False,M,Wee,Cho Yaw,1929,14.4%,372062527489,84.8%,83.1,5703569
325,7.1,71,China,Ningbo,Electronics,Manufacturing,China,True,M,Zhang,Hejun,1952,25.1%,19910000000000,50.6%,77.0,1397715000
332,7.0,58,United States,San Francisco,Business software,Technology,United States,True,M,Benioff,Marc,1964,17.2%,21427700000000,88.2%,78.5,328239523
332,7.0,37,United Kingdom,London,Online games,Media & Entertainment,Israel,True,M,Bukhman,Dmitri,1985,19.6%,2827113184696,60.0%,81.3,66834405
332,7.0,41,United Kingdom,London,Online games,Media & Entertainment,Israel,True,M,Bukhman,Igor,1982,19.6%,2827113184696,60.0%,81.3,66834405
332,7.0,77,United States,Redlands,Mapping software,Technology,United States,True,M,Dangermond,Jack,1945,17.2%,21427700000000,88.2%,78.5,328239523
332,7.0,80,India,Mumbai,Paints,Manufacturing,India,False,M,Dani,Ashwin,1942,80.4%,2611000000000,28.1%,69.4,1366417754
332,7.0,83,United States,New York,Apparel,Fashion & Retail,United States,True,M,Lauren,Ralph,1939,17.2%,21427700000000,88.2%,78.5,328239523
332,7.0,55,India,Mumbai,Diversified,Diversified,India,False,F,Mistry,Rohiqa Cyrus,1967,80.4%,2611000000000,28.1%,69.4,1366417754
332,7.0,58,India,Mumbai,Diversified,Diversified,Ireland,False,M,Mistry,Shapoor,1964,80.4%,2611000000000,28.1%,69.4,1366417754
332,7.0,69,United States,Hobe Sound,Food distribution,Food & Beverage,United States,True,M,Reyes,J. Christopher,1953,17.2%,21427700000000,88.2%,78.5,328239523
332,7.0,67,United States,Palm Beach,Food distribution,Food & Beverage,United States,True,M,Reyes,Jude,1955,17.2%,21427700000000,88.2%,78.5,328239523
332,7.0,71,United States,Port Washington,Beverages,Food & Beverage,United States,True,M,Vultaggio,Don,1952,17.2%,21427700000000,88.2%,78.5,328239523
344,6.9,87,United States,Los Angeles,"Homebuilding, insurance",Diversified,United States,False,F,Broad,Edythe,1936,17.2%,21427700000000,88.2%,78.5,328239523
344,6.9,89,United States,St. Louis,Cargill,Food & Beverage,United States,False,F,Keinath,Pauline MacMillan,1934,17.2%,21427700000000,88.2%,78.5,328239523
344,6.9,55,United States,New York,Hedge fund,Finance & Investments,United States,True,M,Laffont,Philippe,1967,17.2%,21427700000000,88.2%,78.5,328239523
